,clase,veil-color,ring-type,population,habitat
6525,p,w,e,v,l
6526,p,w,e,v,p
6527,p,w,e,v,d
6528,p,w,e,v,p
6529,e,w,p,n,g
6530,p,w,e,v,d
6531,p,w,e,v,d
6532,p,w,e,v,d
6533,p,w,e,v,l
6534,p,w,e,v,d
6535,p,w,e,v,l
6536,p,w,e,v,l
6537,p,w,e,v,l
6538,p,w,e,v,p
6539,p,w,e,v,d
6540,p,w,e,v,p
6541,p,w,e,v,l
6542,p,w,e,v,l
6543,p,w,e,v,l
6544,p,w,e,v,d
6545,p,w,e,v,p
6546,p,w,e,v,p
6547,p,w,e,v,l
6548,p,w,e,v,p
6549,p,w,e,v,p
6550,p,w,e,v,p
6551,p,w,e,v,p
6552,p,w,e,v,d
6553,p,w,e,v,p
6554,p,w,e,v,p
6555,p,w,e,v,p
6556,p,w,e,v,p
6557,e,o,p,v,l
6558,p,w,e,v,l
6559,p,w,e,v,l
6560,p,w,e,v,d
6561,p,w,e,v,d
6562,p,w,e,v,p
6563,p,w,e,v,d
6564,p,w,e,v,p
6565,p,w,e,v,d
6566,p,w,e,v,l
6567,p,w,e,v,l
6568,p,w,e,v,p
6569,p,w,e,v,p
6570,p,w,e,v,d
6571,p,w,e,v,l
6572,p,w,e,v,p
6573,p,w,e,v,l
6574,p,w,e,v,p
6575,p,w,e,v,p
6576,p,w,e,v,l
6577,p,w,e,v,d
6578,p,w,e,v,p
6579,p,w,e,v,l
6580,p,w,e,v,d
6581,p,w,e,v,d
6582,p,w,e,v,p
6583,p,w,e,v,l
6584,p,w,e,v,p
6585,p,w,e,v,p
6586,p,w,e,v,l
6587,p,w,e,v,p
6588,p,w,e,v,d
6589,p,w,e,v,l
6590,p,w,e,v,d
6591,p,w,e,v,d
6592,p,w,e,v,d
6593,p,w,e,v,p
6594,p,w,e,v,l
6595,p,w,e,v,p
6596,p,w,e,v,l
6597,p,w,e,v,p
6598,e,w,p,n,g
6599,p,w,e,v,p
6600,p,w,e,v,p
6601,p,w,e,v,p
6602,p,w,e,v,d
6603,p,w,e,v,l
6604,p,w,e,v,l
6605,p,w,e,v,d
6606,p,w,e,v,d
6607,p,w,e,v,d
6608,p,w,e,v,l
6609,p,w,e,v,p
6610,p,w,e,v,p
6611,p,w,e,v,d
6612,p,w,e,v,d
6613,p,w,e,v,l
6614,p,w,e,v,p
6615,p,w,e,v,p
6616,p,w,e,v,l
6617,p,w,e,v,l
6618,p,w,e,v,p
6619,p,w,e,v,d
6620,p,w,e,v,d
6621,p,w,e,v,d
6622,p,w,e,v,l
6623,p,w,e,v,p
6624,p,w,e,v,p
6625,p,w,e,v,d
6626,p,w,e,v,l
6627,p,w,e,v,l
6628,p,w,e,v,d
6629,p,w,e,v,l
6630,p,w,e,v,d
6631,p,w,e,v,d
6632,p,w,e,v,d
6633,p,w,e,v,l
6634,p,w,e,v,l
6635,p,w,e,v,d
6636,p,w,e,v,d
6637,p,w,e,v,p
6638,p,w,e,v,l
6639,p,w,e,v,p
6640,p,w,e,v,p
6641,p,w,e,v,d
6642,p,w,e,v,p
6643,p,w,e,v,d
6644,p,w,e,v,l
6645,p,w,e,v,p
6646,p,w,e,v,p
6647,p,w,e,v,l
6648,p,w,e,v,l
6649,p,w,e,v,p
6650,p,w,e,v,l
6651,p,w,e,v,p
6652,p,w,e,v,l
6653,p,w,e,v,l
6654,p,w,e,v,d
6655,p,w,e,v,p
6656,p,w,e,v,l
6657,p,w,e,v,p
6658,p,w,e,v,p
6659,e,w,p,s,g
6660,p,w,e,v,p
6661,p,w,e,v,p
6662,e,n,p,v,l
6663,p,w,e,v,d
6664,p,w,e,v,d
6665,p,w,e,v,d
6666,p,w,e,v,d
6667,p,w,n,c,d
6668,p,w,e,v,l
6669,p,w,e,v,p
6670,p,w,e,v,l
6671,p,w,e,v,d
6672,p,w,e,v,d
6673,p,w,e,v,l
6674,p,w,e,v,d
6675,p,w,e,v,d
6676,p,w,e,v,p
6677,p,w,e,v,l
6678,p,w,e,v,d
6679,p,w,e,v,l
6680,p,w,e,v,l
6681,p,w,e,v,p
6682,p,w,e,v,l
6683,p,w,e,v,p
6684,p,w,e,v,p
6685,p,w,e,v,d
6686,p,w,e,v,p
6687,p,w,e,v,l
6688,p,w,e,v,d
6689,p,w,e,v,d
6690,p,w,e,v,l
6691,p,w,e,v,d
6692,p,w,e,v,p
6693,p,w,e,v,d
6694,p,w,e,v,p
6695,p,w,e,v,d
6696,p,w,e,v,d
6697,p,w,e,v,p
6698,p,w,e,v,l
6699,p,w,e,v,d
6700,p,w,e,v,l
6701,p,w,e,v,d
6702,p,w,e,v,d
6703,p,w,e,v,p
6704,p,w,e,v,d
6705,p,w,e,v,d
6706,p,w,e,v,l
6707,p,w,e,v,p
6708,p,w,e,v,p
6709,p,w,e,v,l
6710,p,w,e,v,l
6711,p,w,e,v,p
6712,p,w,e,v,d
6713,p,w,e,v,d
6714,p,w,e,v,p
6715,p,w,e,v,p
6716,p,w,e,v,p
6717,p,w,e,v,p
6718,p,w,e,v,d
6719,p,w,e,v,d
6720,p,w,e,v,l
6721,p,w,e,v,l
6722,p,w,e,v,d
6723,p,w,e,v,l
6724,p,w,e,v,p
6725,p,w,e,v,p
6726,p,w,e,v,l
6727,p,w,e,v,d
6728,p,w,e,v,l
6729,p,w,e,v,l
6730,p,w,e,v,l
6731,p,w,e,v,d
6732,p,w,e,v,d
6733,p,w,e,v,l
6734,p,w,e,v,p
6735,p,w,e,v,d
6736,p,w,e,v,p
6737,p,w,e,v,l
6738,p,w,e,v,l
6739,p,w,e,v,l
6740,p,w,e,v,p
6741,p,w,e,v,d
6742,p,w,e,v,d
6743,e,w,p,s,g
6744,p,w,e,v,p
6745,p,w,e,v,l
6746,p,w,e,v,p
6747,p,w,e,v,l
6748,p,w,e,v,l
6749,p,w,e,v,l
6750,p,w,e,v,d
6751,e,w,p,s,g
6752,p,w,e,v,d
6753,p,w,e,v,d
6754,p,w,e,v,d
6755,p,w,e,v,l
6756,p,w,e,v,d
6757,p,w,e,v,d
6758,p,w,e,v,l
6759,p,w,e,v,d
6760,p,w,e,v,d
6761,e,w,p,s,g
6762,e,n,p,c,l
6763,p,w,e,v,l
6764,p,w,e,v,p
6765,p,w,e,v,l
6766,p,w,e,v,l
6767,p,w,e,v,l
6768,p,w,e,v,d
6769,p,w,e,v,p
6770,p,w,e,v,l
6771,p,w,e,v,l
6772,p,w,e,v,d
6773,e,w,p,n,g
6774,p,w,e,v,p
6775,p,w,e,v,l
6776,p,w,e,v,d
6777,p,w,e,v,l
6778,p,w,e,v,d
6779,p,w,e,v,d
6780,p,w,e,v,p
6781,p,w,e,v,p
6782,p,w,e,v,p
6783,p,w,e,v,d
6784,p,w,e,v,l
6785,p,w,e,v,d
6786,p,w,e,v,l
6787,p,w,e,v,d
6788,p,w,e,v,l
6789,p,w,e,v,p
6790,p,w,e,v,l
6791,p,w,e,v,l
6792,p,w,e,v,d
6793,p,w,e,v,l
6794,p,w,e,v,l
6795,p,w,e,v,l
6796,p,w,e,v,l
6797,p,w,e,v,p
6798,p,w,e,v,l
6799,p,w,e,v,l
6800,p,w,e,v,p
6801,p,w,e,v,p
6802,p,w,e,v,l
6803,p,w,e,v,d
6804,p,w,e,v,l
6805,p,w,e,v,d
6806,p,w,e,v,l
6807,p,w,e,v,p
6808,p,w,e,v,d
6809,p,w,e,v,l
6810,p,w,e,v,p
6811,p,w,e,v,p
6812,p,w,e,v,p
6813,p,w,e,v,p
6814,p,w,e,v,l
6815,p,w,e,v,d
6816,p,w,e,v,p
6817,p,w,e,v,l
6818,p,w,e,v,d
6819,p,w,e,v,p
6820,p,w,e,v,l
6821,p,w,e,v,l
6822,p,w,e,v,p
6823,p,w,e,v,p
6824,p,w,e,v,d
6825,p,w,e,v,l
6826,e,w,p,n,g
6827,p,w,e,v,d
6828,p,w,e,v,p
6829,p,w,e,v,p
6830,p,w,e,v,p
6831,p,w,e,v,p
6832,p,w,e,v,l
6833,p,w,e,v,l
6834,p,w,e,v,p
6835,p,w,e,v,l
6836,p,w,e,v,p
6837,p,w,e,v,p
6838,p,w,e,v,l
6839,p,w,e,v,p
6840,p,w,e,v,d
6841,p,w,e,v,p
6842,p,w,e,v,p
6843,p,w,e,v,p
6844,p,w,e,v,d
6845,p,w,e,v,l
6846,p,w,e,v,l
6847,p,w,e,v,l
6848,e,o,p,c,l
6849,p,w,e,v,d
6850,p,w,e,v,l
6851,p,w,e,v,d
6852,p,w,e,v,d
6853,p,w,e,v,p
6854,p,w,n,c,d
6855,p,w,e,v,p
6856,p,w,e,v,l
6857,p,w,e,v,d
6858,p,w,e,v,p
6859,e,w,p,s,g
6860,p,w,e,v,l
6861,p,w,e,v,d
6862,p,w,e,v,p
6863,p,w,e,v,d
6864,p,w,e,v,l
6865,p,w,e,v,p
6866,p,w,e,v,d
6867,p,w,e,v,p
6868,p,w,e,v,p
6869,p,w,e,v,l
6870,p,w,e,v,l
6871,p,w,e,v,d
6872,p,w,e,v,d
6873,p,w,e,v,p
6874,p,w,e,v,l
6875,p,w,e,v,l
6876,p,w,e,v,d
6877,p,w,e,v,d
6878,p,w,e,v,l
6879,p,w,e,v,p
6880,p,w,e,v,l
6881,p,w,e,v,d
6882,p,w,e,v,d
6883,e,w,p,n,g
6884,p,w,e,v,d
6885,p,w,e,v,d
6886,p,w,e,v,d
6887,p,w,e,v,p
6888,p,w,e,v,l
6889,p,w,e,v,l
6890,p,w,e,v,p
6891,p,w,e,v,p
6892,p,w,e,v,d
6893,p,w,e,v,p
6894,p,w,e,v,l
6895,p,w,e,v,p
6896,p,w,e,v,p
6897,p,w,e,v,d
6898,p,w,e,v,p
6899,e,o,p,v,l
6900,p,w,e,v,p
6901,p,w,e,v,l
6902,p,w,e,v,p
6903,e,w,p,y,p
6904,e,n,p,c,l
6905,e,w,p,n,g
6906,e,w,p,s,g
6907,p,w,e,v,d
6908,p,w,e,v,p
6909,e,n,p,c,l
6910,p,w,e,v,d
6911,p,y,e,c,l
6912,p,w,e,v,d
6913,e,w,p,n,g
6914,p,w,e,v,p
6915,p,w,e,v,p
6916,p,w,e,v,d
6917,p,w,e,v,p
6918,p,w,e,v,d
6919,e,w,p,s,g
6920,p,w,e,v,p
6921,p,w,e,v,d
6922,p,w,e,v,l
6923,e,w,p,n,g
6924,p,w,e,v,d
6925,p,w,e,v,p
6926,e,n,p,c,l
6927,e,w,p,y,p
6928,p,w,e,v,d
6929,p,w,e,v,l
6930,p,w,e,v,l
6931,e,w,p,n,g
6932,p,w,e,v,p
6933,p,w,e,v,l
6934,p,w,e,v,l
6935,p,w,e,v,d
6936,e,w,p,s,g
6937,e,w,p,n,g
6938,p,w,e,v,l
6939,p,w,e,v,l
6940,e,w,p,v,p
6941,p,w,e,v,d
6942,p,w,e,v,l
6943,p,w,e,v,l
6944,p,w,n,c,d
6945,p,w,e,v,d
6946,p,w,e,v,p
6947,p,w,e,v,l
6948,p,w,e,v,l
6949,p,w,e,v,l
6950,p,w,e,v,p
6951,e,w,p,s,g
6952,p,w,e,v,d
6953,p,w,e,v,p
6954,p,w,e,v,d
6955,p,w,e,v,l
6956,p,w,e,v,l
6957,e,w,p,s,g
6958,p,w,e,v,p
6959,p,w,e,v,l
6960,p,w,e,v,l
6961,p,w,e,v,d
6962,p,w,e,v,l
6963,p,w,e,v,l
6964,p,w,e,v,p
6965,p,w,e,v,d
6966,e,w,p,y,d
6967,p,w,e,v,p
6968,p,w,e,v,d
6969,e,w,p,y,d
6970,p,w,e,v,d
6971,p,w,e,v,l
6972,p,w,e,v,p
6973,p,w,e,v,p
6974,e,w,p,s,g
6975,p,w,e,v,d
6976,p,w,e,v,p
6977,p,w,e,v,l
6978,p,w,e,v,p
6979,p,w,e,v,l
6980,p,w,e,v,p
6981,p,w,e,v,l
6982,p,w,e,v,d
6983,e,w,p,y,p
6984,p,w,e,v,p
6985,p,w,e,v,p
6986,p,w,e,v,p
6987,p,w,e,v,l
6988,e,n,p,c,l
6989,e,w,p,n,g
6990,p,w,n,c,d
6991,p,w,e,v,l
6992,p,w,e,v,d
6993,e,o,p,c,l
6994,p,w,e,v,d
6995,p,w,e,v,d
6996,e,w,p,s,g
6997,e,w,p,s,g
6998,e,o,p,v,l
6999,p,w,e,v,d
7000,p,w,e,v,l
7001,p,w,e,v,p
7002,e,w,p,s,g
7003,e,w,p,n,g
7004,e,w,p,s,g
7005,p,w,e,v,l
7006,p,w,e,v,p
7007,e,w,p,s,g
7008,e,w,p,s,g
7009,p,w,e,v,d
7010,e,w,p,s,g
7011,p,w,e,v,p
7012,p,w,e,v,p
7013,p,w,e,v,d
7014,e,w,p,s,g
7015,e,w,p,n,g
7016,p,w,e,v,p
7017,p,w,e,v,d
7018,e,w,p,s,g
7019,e,w,p,n,g
7020,p,w,e,v,d
7021,e,w,p,v,p
7022,p,w,e,v,d
7023,p,w,e,v,p
7024,e,n,p,c,l
7025,e,o,p,c,l
7026,p,w,e,v,l
7027,p,w,e,v,d
7028,p,w,e,v,d
7029,p,w,e,v,d
7030,p,w,e,v,l
7031,e,w,p,n,g
7032,e,n,p,c,l
7033,p,w,n,c,d
7034,e,w,p,s,g
7035,e,o,p,v,l
7036,e,o,p,v,l
7037,p,w,e,v,p
7038,e,w,p,n,g
7039,e,w,p,s,g
7040,e,o,p,v,l
7041,p,w,e,v,d
7042,p,w,e,v,l
7043,p,w,e,v,d
7044,p,w,e,v,p
7045,e,w,p,n,g
7046,p,w,e,v,d
7047,p,w,e,v,p
7048,p,w,e,v,l
7049,e,w,p,s,g
7050,e,n,p,c,l
7051,p,w,e,v,l
7052,p,w,e,v,p
7053,e,n,p,v,l
7054,p,w,e,v,d
7055,p,w,e,v,p
7056,p,w,e,v,l
7057,p,w,e,v,p
7058,p,w,e,v,p
7059,p,w,e,v,d
7060,p,w,e,v,d
7061,p,w,e,v,d
7062,e,w,p,y,p
7063,p,w,e,v,d
7064,p,w,n,c,d
7065,p,w,e,v,l
7066,e,w,p,s,g
7067,p,w,e,v,d
7068,p,w,e,v,p
7069,p,w,e,v,p
7070,p,w,e,v,d
7071,p,w,e,v,d
7072,e,w,p,y,p
7073,p,w,e,v,l
7074,p,w,e,v,d
7075,p,w,e,v,l
7076,p,w,e,v,l
7077,p,w,e,v,p
7078,e,n,p,c,l
7079,p,w,e,v,d
7080,p,w,e,v,p
7081,p,w,e,v,d
7082,p,w,e,v,p
7083,p,w,e,v,l
7084,p,w,e,v,l
7085,e,w,p,s,g
7086,p,w,e,v,p
7087,p,w,e,v,l
7088,e,w,p,n,g
7089,e,n,p,v,l
7090,p,w,n,c,d
7091,p,w,e,v,d
7092,p,w,e,v,l
7093,p,w,e,v,p
7094,p,w,e,v,l
7095,p,w,e,v,p
7096,p,w,e,v,l
7097,e,w,p,n,g
7098,p,w,e,v,p
7099,p,w,n,c,d
7100,p,w,e,v,p
7101,p,w,e,v,l
7102,e,w,p,s,g
7103,p,w,e,v,d
7104,p,w,e,v,p
7105,p,w,e,v,l
7106,p,w,e,v,p
7107,p,w,e,v,d
7108,p,w,e,v,d
7109,e,w,p,n,g
7110,p,w,n,c,d
7111,p,w,e,v,d
7112,p,w,e,v,p
7113,p,w,e,v,p
7114,p,w,e,v,l
7115,e,w,p,v,p
7116,p,w,e,v,d
7117,p,w,e,v,p
7118,e,w,p,n,g
7119,p,w,e,v,d
7120,p,w,e,v,d
7121,p,w,e,v,d
7122,e,w,p,n,g
7123,p,w,e,v,p
7124,p,w,e,v,p
7125,p,w,e,v,p
7126,p,w,e,v,l
7127,e,n,p,v,l
7128,p,w,e,v,d
7129,p,w,e,v,d
7130,p,w,e,v,d
7131,p,w,e,v,l
7132,e,o,p,v,l
7133,e,w,p,s,g
7134,e,o,p,v,l
7135,e,w,p,n,g
7136,p,w,e,v,d
7137,p,w,e,v,d
7138,p,w,e,v,d
7139,p,w,e,v,p
7140,e,w,p,n,g
7141,p,w,e,v,d
7142,e,w,p,n,g
7143,p,w,e,v,d
7144,p,w,e,v,l
7145,p,w,n,c,d
7146,p,w,e,v,d
7147,p,w,e,v,l
7148,p,w,e,v,l
7149,p,w,e,v,p
7150,p,w,e,v,l
7151,p,w,e,v,d
7152,e,w,p,s,g
7153,p,w,e,v,p
7154,p,w,e,v,l
7155,p,w,e,v,l
7156,p,w,e,v,p
7157,e,w,p,n,g
7158,p,w,e,v,l
7159,p,w,e,v,d
7160,p,w,e,v,d
7161,e,w,p,s,g
7162,p,w,e,v,p
7163,p,w,e,v,p
7164,p,w,e,v,d
7165,p,w,n,c,d
7166,e,w,p,s,g
7167,p,w,e,v,p
7168,p,w,e,v,l
7169,e,w,p,n,g
7170,p,w,e,v,l
7171,p,w,e,v,l
7172,e,o,p,c,l
7173,p,w,e,v,l
7174,p,w,e,v,l
7175,e,n,p,c,l
7176,p,w,e,v,l
7177,p,w,e,v,d
7178,p,w,e,v,p
7179,p,w,e,v,p
7180,e,w,p,y,p
7181,e,n,p,c,l
7182,e,w,p,n,g
7183,p,w,e,v,p
7184,e,w,p,n,g
7185,p,w,e,v,p
7186,p,w,e,v,d
7187,e,o,p,c,l
7188,p,w,e,v,p
7189,p,w,e,v,d
7190,p,w,e,v,l
7191,p,w,e,v,p
7192,p,w,e,v,p
7193,p,w,e,v,d
7194,e,w,p,y,d
7195,p,w,e,v,d
7196,p,w,e,v,p
7197,p,w,e,v,p
7198,p,w,e,v,d
7199,e,w,p,n,g
7200,p,w,e,v,d
7201,e,w,p,s,g
7202,p,w,e,v,l
7203,e,w,p,n,g
7204,e,o,p,c,l
7205,p,w,e,v,p
7206,p,w,e,v,l
7207,e,w,p,n,g
7208,p,w,e,v,l
7209,p,w,e,v,l
7210,e,w,p,n,g
7211,p,w,e,v,p
7212,p,w,e,v,l
7213,p,w,e,v,l
7214,p,w,e,v,p
7215,p,w,e,v,p
7216,e,w,p,n,g
7217,p,w,e,v,p
7218,p,w,e,v,l
7219,e,w,p,n,g
7220,e,o,p,v,l
7221,e,w,p,n,g
7222,p,w,e,v,p
7223,p,w,e,v,d
7224,p,w,e,v,p
7225,e,w,p,s,g
7226,p,w,e,v,p
7227,e,o,p,v,l
7228,e,w,p,n,g
7229,p,w,n,c,d
7230,e,w,p,s,g
7231,p,w,e,v,p
7232,e,n,p,c,l
7233,e,w,p,n,g
7234,e,o,p,c,l
7235,e,w,p,n,g
7236,p,w,e,v,l
7237,p,w,e,v,p
7238,e,n,p,c,l
7239,p,w,e,v,p
7240,p,w,e,v,p
7241,p,w,e,v,l
7242,p,w,e,v,l
7243,e,o,p,v,l
7244,e,w,p,s,g
7245,e,o,p,c,l
7246,p,w,e,v,l
7247,p,w,e,v,l
7248,p,w,e,v,p
7249,p,w,e,v,l
7250,e,o,p,c,l
7251,p,w,e,v,d
7252,e,o,p,v,l
7253,p,w,e,v,d
7254,e,w,p,s,g
7255,p,w,e,v,d
7256,p,w,e,v,d
7257,e,w,p,s,g
7258,p,w,e,v,p
7259,e,w,p,n,g
7260,p,w,e,v,p
7261,p,w,e,v,d
7262,e,w,p,n,g
7263,p,w,e,v,l
7264,p,w,n,c,d
7265,e,w,p,n,g
7266,p,w,e,v,p
7267,p,w,e,v,d
7268,p,w,e,v,l
7269,e,w,p,n,g
7270,e,w,p,s,g
7271,p,w,e,v,d
7272,e,w,p,n,g
7273,p,w,e,v,d
7274,p,w,e,v,l
7275,e,w,p,s,g
7276,p,w,e,v,l
7277,e,w,p,s,g
7278,p,w,e,v,d
7279,e,w,p,n,g
7280,e,o,p,v,l
7281,p,w,e,v,d
7282,p,w,e,v,p
7283,e,w,p,n,g
7284,p,w,n,c,d
7285,p,w,e,v,p
7286,p,w,e,v,l
7287,p,w,e,v,p
7288,p,w,e,v,d
7289,e,n,p,c,l
7290,p,w,e,v,l
7291,e,w,p,y,d
7292,e,w,p,n,g
7293,p,w,e,v,l
7294,p,y,e,c,l
7295,p,w,e,v,p
7296,p,w,e,v,l
7297,p,w,e,v,l
7298,e,n,p,c,l
7299,e,w,p,y,p
7300,e,w,p,n,g
7301,p,w,e,v,p
7302,p,w,e,v,p
7303,p,w,e,v,l
7304,e,w,p,n,g
7305,e,o,p,c,l
7306,p,w,e,v,p
7307,p,w,e,v,d
7308,e,w,p,s,g
7309,p,w,e,v,l
7310,e,w,p,s,g
7311,p,w,e,v,l
7312,p,w,e,v,p
7313,e,w,p,n,g
7314,e,w,p,n,g
7315,p,w,e,v,d
7316,p,w,e,v,l
7317,p,w,e,v,d
7318,e,w,p,n,g
7319,p,w,e,v,p
7320,p,w,e,v,d
7321,p,w,e,v,l
7322,p,w,n,c,d
7323,p,w,e,v,l
7324,e,n,p,c,l
7325,p,w,e,v,d
7326,e,n,p,v,l
7327,e,w,p,n,g
7328,e,w,p,n,g
7329,p,w,e,v,l
7330,p,w,e,v,d
7331,p,w,e,v,p
7332,p,w,e,v,d
7333,e,w,p,s,g
7334,e,w,p,n,g
7335,p,w,n,c,d
7336,p,w,e,v,d
7337,p,w,e,v,p
7338,p,w,e,v,d
7339,p,w,e,v,d
7340,p,w,e,v,p
7341,p,w,n,c,d
7342,p,w,e,v,d
7343,e,w,p,n,g
7344,p,w,e,v,l
7345,e,w,p,s,g
7346,p,w,e,v,d
7347,p,w,e,v,l
7348,e,w,p,s,g
7349,e,w,p,s,g
7350,p,w,e,v,l
7351,e,n,p,c,l
7352,e,w,p,y,p
7353,e,w,p,n,g
7354,p,w,e,v,l
7355,p,w,e,v,p
7356,p,w,e,v,l
7357,e,w,p,n,g
7358,e,w,p,s,g
7359,e,w,p,y,p
7360,e,w,p,s,g
7361,p,w,e,v,l
7362,p,w,e,v,p
7363,p,w,e,v,p
7364,p,w,e,v,p
7365,e,o,p,c,l
7366,p,y,e,c,l
7367,p,w,n,c,d
7368,p,w,e,v,d
7369,e,w,p,v,p
7370,p,w,e,v,p
7371,e,w,p,n,g
7372,e,w,p,s,g
7373,p,w,e,v,p
7374,e,n,p,v,l
7375,e,n,p,v,l
7376,e,w,p,y,p
7377,e,w,p,s,g
7378,p,w,e,v,d
7379,p,w,e,v,d
7380,p,w,e,v,l
7381,p,w,e,v,d
7382,p,w,e,v,l
7383,p,w,e,v,p
7384,e,w,p,n,g
7385,p,w,n,c,d
7386,p,w,e,v,d
7387,e,o,p,v,l
7388,p,w,e,v,p
7389,e,w,p,s,g
7390,e,w,p,s,g
7391,p,w,e,v,l
7392,p,w,e,v,p
7393,p,w,e,v,d
7394,p,w,e,v,p
7395,p,w,e,v,l
7396,p,w,e,v,p
7397,e,w,p,s,g
7398,p,w,e,v,p
7399,e,w,p,s,g
7400,p,y,e,c,l
7401,p,w,e,v,p
7402,p,w,e,v,l
7403,e,w,p,s,g
7404,e,n,p,v,l
7405,p,w,e,v,l
7406,e,o,p,c,l
7407,p,w,e,v,l
7408,p,w,e,v,l
7409,p,w,e,v,p
7410,e,w,p,s,g
7411,e,o,p,c,l
7412,e,n,p,v,l
7413,p,w,e,v,d
7414,e,w,p,v,p
7415,e,w,p,s,g
7416,p,w,e,v,l
7417,e,w,p,n,g
7418,p,w,e,v,p
7419,p,w,e,v,d
7420,p,w,e,v,d
7421,e,w,p,y,p
7422,p,w,e,v,d
7423,p,w,e,v,p
7424,e,n,p,c,l
7425,p,w,e,v,l
7426,p,w,e,v,d
7427,p,w,e,v,d
7428,p,w,e,v,p
7429,p,w,e,v,p
7430,p,w,e,v,l
7431,e,o,p,c,l
7432,p,w,e,v,p
7433,e,w,p,s,g
7434,p,w,e,v,l
7435,p,w,e,v,l
7436,e,o,p,v,l
7437,p,w,e,v,l
7438,e,w,p,s,g
7439,e,o,p,v,l
7440,p,w,e,v,p
7441,p,w,e,v,d
7442,e,w,p,y,p
7443,e,w,p,n,g
7444,e,w,p,n,g
7445,e,n,p,c,l
7446,p,w,e,v,p
7447,p,w,e,v,l
7448,e,w,p,y,p
7449,e,w,p,s,g
7450,p,w,e,v,p
7451,p,w,e,v,l
7452,p,w,e,v,d
7453,p,w,e,v,l
7454,e,n,p,v,l
7455,p,w,e,v,d
7456,p,w,e,v,p
7457,p,w,e,v,l
7458,e,o,p,c,l
7459,e,w,p,n,g
7460,p,w,e,v,p
7461,p,w,e,v,p
7462,e,w,p,s,g
7463,p,w,e,v,d
7464,p,w,e,v,d
7465,p,w,e,v,l
7466,e,n,p,c,l
7467,e,w,p,s,g
7468,p,w,n,c,d
7469,p,w,e,v,p
7470,p,w,e,v,d
7471,p,w,e,v,d
7472,p,w,e,v,d
7473,p,w,e,v,l
7474,p,w,e,v,d
7475,p,w,e,v,p
7476,p,w,e,v,d
7477,p,w,e,v,d
7478,e,w,p,s,g
7479,p,w,n,c,d
7480,e,w,p,v,p
7481,p,w,e,v,p
7482,p,y,e,c,l
7483,p,w,e,v,l
7484,p,w,n,c,d
7485,e,w,p,n,g
7486,p,w,e,v,d
7487,p,w,e,v,l
7488,p,w,e,v,d
7489,e,o,p,c,l
7490,p,w,e,v,d
7491,p,w,e,v,d
7492,p,w,e,v,p
7493,p,w,e,v,l
7494,p,w,e,v,p
7495,p,w,e,v,d
7496,p,w,e,v,p
7497,e,w,p,s,g
7498,e,w,p,s,g
7499,e,w,p,s,g
7500,p,w,e,v,d
7501,p,w,e,v,d
7502,p,w,e,v,p
7503,p,w,e,v,d
7504,p,w,e,v,p
7505,p,w,e,v,l
7506,p,w,e,v,p
7507,p,w,e,v,d
7508,p,w,e,v,d
7509,e,n,p,c,l
7510,p,w,e,v,d
7511,p,w,e,v,l
7512,e,w,p,n,g
7513,e,w,p,n,g
7514,p,w,e,v,d
7515,e,n,p,c,l
7516,p,w,e,v,l
7517,p,w,e,v,l
7518,p,w,e,v,p
7519,p,w,e,v,l
7520,p,w,e,v,l
7521,e,n,p,c,l
7522,e,o,p,c,l
7523,e,w,p,s,g
7524,p,w,e,v,l
7525,e,n,p,c,l
7526,p,w,e,v,d
7527,e,w,p,s,g
7528,e,w,p,n,g
7529,p,w,e,v,d
7530,e,o,p,c,l
7531,e,w,p,n,g
7532,e,w,p,y,p
7533,e,w,p,s,g
7534,e,w,p,n,g
7535,p,w,n,c,d
7536,e,o,p,c,l
7537,p,w,e,v,l
7538,p,w,e,v,l
7539,e,w,p,n,g
7540,e,w,p,s,g
7541,e,w,p,s,g
7542,e,o,p,v,l
7543,p,w,e,v,p
7544,p,w,e,v,p
7545,p,w,e,v,l
7546,e,n,p,v,l
7547,e,w,p,v,p
7548,p,w,e,v,p
7549,e,w,p,s,g
7550,p,w,e,v,p
7551,e,w,p,s,g
7552,p,w,e,v,l
7553,p,w,e,v,l
7554,e,o,p,c,l
7555,p,w,e,v,l
7556,p,w,e,v,d
7557,e,n,p,v,l
7558,e,w,p,n,g
7559,e,w,p,n,g
7560,e,n,p,v,l
7561,p,w,e,v,p
7562,p,w,e,v,p
7563,e,w,p,s,g
7564,p,w,e,v,d
7565,e,w,p,s,g
7566,p,w,e,v,l
7567,p,w,e,v,d
7568,p,w,e,v,d
7569,e,w,p,y,p
7570,p,w,e,v,l
7571,p,w,e,v,p
7572,e,w,p,s,g
7573,p,w,e,v,l
7574,p,w,e,v,p
7575,e,w,p,n,g
7576,p,w,e,v,l
7577,p,w,e,v,l
7578,p,w,e,v,p
7579,p,w,e,v,d
7580,e,w,p,n,g
7581,p,w,e,v,d
7582,p,w,e,v,d
7583,e,w,p,s,g
7584,e,w,p,n,g
7585,e,w,p,s,g
7586,p,w,e,v,p
7587,p,w,e,v,p
7588,p,w,e,v,d
7589,e,w,p,s,g
7590,p,w,e,v,d
7591,p,w,e,v,d
7592,e,w,p,s,g
7593,p,w,e,v,d
7594,p,w,e,v,l
7595,p,w,e,v,d
7596,e,w,p,v,p
7597,p,w,e,v,p
7598,p,w,e,v,p
7599,p,y,e,c,l
